Dataset,Treatment,Classifier,'Sample ID','True Positive','False Positive','True Negative','False Negative',Precision,AUC,Kappa
xalan_UNDERSAMPLED_65.csv,UNDERSAMPLED,'RANDOM FOREST',_65,0.764925,0.258706,0.741294,0.235075,0.747266,0.840293,0.506219
xalan_UNDERSAMPLED_71.csv,UNDERSAMPLED,'RANDOM FOREST',_71,0.763682,0.268657,0.731343,0.236318,0.739759,0.834016,0.495025
xalan_UNDERSAMPLED_59.csv,UNDERSAMPLED,'RANDOM FOREST',_59,0.754975,0.267413,0.732587,0.245025,0.738443,0.843217,0.487562
xalan_UNDERSAMPLED_98.csv,UNDERSAMPLED,'RANDOM FOREST',_98,0.788557,0.258706,0.741294,0.211443,0.752969,0.852869,0.529851
xalan_UNDERSAMPLED_67.csv,UNDERSAMPLED,'RANDOM FOREST',_67,0.771144,0.251244,0.748756,0.228856,0.754258,0.834477,0.5199
xalan_UNDERSAMPLED_73.csv,UNDERSAMPLED,'RANDOM FOREST',_73,0.774876,0.25,0.75,0.225124,0.756068,0.852098,0.524876
xalan_UNDERSAMPLED_72.csv,UNDERSAMPLED,'RANDOM FOREST',_72,0.757463,0.274876,0.725124,0.242537,0.733735,0.842109,0.482587
xalan_UNDERSAMPLED_66.csv,UNDERSAMPLED,'RANDOM FOREST',_66,0.762438,0.262438,0.737562,0.237562,0.743932,0.836471,0.5
xalan_UNDERSAMPLED_99.csv,UNDERSAMPLED,'RANDOM FOREST',_99,0.7699,0.267413,0.732587,0.2301,0.742206,0.836451,0.502488
xalan_UNDERSAMPLED_15.csv,UNDERSAMPLED,'RANDOM FOREST',_15,0.773632,0.268657,0.731343,0.226368,0.742243,0.841358,0.504975
xalan_UNDERSAMPLED_29.csv,UNDERSAMPLED,'RANDOM FOREST',_29,0.766169,0.263682,0.736318,0.233831,0.743961,0.841763,0.502488
xalan_UNDERSAMPLED_1.csv,UNDERSAMPLED,'RANDOM FOREST',_1,0.771144,0.251244,0.748756,0.228856,0.754258,0.844212,0.5199
xalan_UNDERSAMPLED_0.csv,UNDERSAMPLED,'RANDOM FOREST',_0,0.798507,0.261194,0.738806,0.201493,0.753521,0.850892,0.537313
xalan_UNDERSAMPLED_28.csv,UNDERSAMPLED,'RANDOM FOREST',_28,0.771144,0.283582,0.716418,0.228856,0.731132,0.836149,0.487562
