Release,Order,NR,NREF,NFIX,NAUTH,LINES_SUM,LINES_MAX,LINES_AVG,CHURN_SUM,CHURN_MAX,CHURN_AVG,CHGSET_SUM,CHGSET_MAX,CHGSET_AVG,AGE,AGE_WEIGHTED,Impl,LOC.A,LOC.M,LOC.D,Violations,Faultiness
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,12,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,2,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,19,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,0,0,0,0,0,3,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,4,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,3,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-43,0,0,0,0,0,0,FALSE
102,FIRST,0,0,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,6,FALSE
104,FIRST,3,0,1,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,43,FALSE
104,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,5,TRUE
104,FIRST,33,0,20,1,2,2,2,2,2,2,8,3,2,45,25,1,2,4,0,88,TRUE
104,FIRST,5,0,3,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,59,FALSE
104,FIRST,16,0,10,0,0,0,0,0,0,0,0,0,0,45,25,0,0,0,0,0,FALSE
104,FIRST,17,0,5,0,0,0,0,0,0,0,0,0,0,44,24,0,0,0,0,0,FALSE
104,FIRST,6,0,1,0,0,0,0,0,0,0,0,0,0,44,24,0,0,0,0,0,FALSE
104,FIRST,7,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,110,FALSE
104,FIRST,4,0,1,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,FALSE
104,FIRST,3,0,3,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,78,FALSE
104,FIRST,6,0,1,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,66,FALSE
104,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,95,TRUE
104,FIRST,14,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,TRUE
104,FIRST,12,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,64,TRUE
104,FIRST,8,0,3,1,9,9,9,9,9,9,7,6,3,44,23,1,9,0,0,47,FALSE
104,FIRST,9,0,3,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,TRUE
104,FIRST,2,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,33,TRUE
104,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,17,TRUE
104,FIRST,2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,FALSE
104,FIRST,3,0,2,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,FALSE
104,FIRST,2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,FALSE
104,FIRST,3,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,FALSE
104,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,15,FALSE
104,FIRST,2,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,7,FALSE
104,FIRST,5,0,1,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,FALSE
101.384528,FIRST,4,0,4,0.760384,0,0,0,0,0,0,15.249595,10.410861,0.040669,23.89557,NA,0,0,0,0,7.600068,TRUE
100.142433,FIRST,4,0,4,0.532875,0,0,0,0,0,0,18.8318,0.412456,4.731329,23.852165,NA,0,0,0,0,5.732883,TRUE
101.132734,FIRST,4,0,4,0.037612,0,0,0,0,0,0,7.224007,0.780089,0.664647,23.520941,NA,0,0,0,0,5.658287,TRUE
100,FIRST,4.679102,0,3.404385,1.665555,0,0,0,0,0,0,26.344747,10.9135,5.450421,21.558393,NA,1.513618,0,3.989819,0,2.137329,TRUE
100.182232,FIRST,5.759327,0,5.451444,1,1.557634,2.479142,3.153216,3.800391,2.917407,0.206666,12.079419,8.530663,2.683855,25.890406,NA,0.143667,0.341251,0,0,2.041834,TRUE
100.353581,FIRST,4,0,4,0.371439,0,0,0,0,0,0,24.16257,5.166864,3.30418,27.015453,NA,0,0,0,0,5,TRUE
100,FIRST,19.651069,0,6.471576,1.295654,253.7275,129.529454,18.676065,241.760501,54.932185,16.842603,91.764142,13.817471,4.173622,24.550938,NA,5.522407,230.222973,42.849936,15.04509,72.087518,TRUE
100,FIRST,11.672724,0,15.180085,1.528639,228.120163,68.911947,33.841054,270.855235,127.010688,24.515234,98.678865,19.929398,4.745692,24.994485,NA,10.76176,130.661386,28.750983,13.36555,70.351624,TRUE
100,FIRST,14.931554,0,10.888249,1.278658,303.919448,175.457067,37.980311,140.118525,44.816453,8.824754,137.772658,15.979051,4.327026,24.004413,NA,6.77958,456.789249,54.593443,5.135479,29.036376,TRUE
100,FIRST,12.094646,0,11.350708,1.175179,55.623946,152.117373,29.819773,308.613841,21.510745,34.037062,122.959391,22.284164,4.113983,24.575705,NA,9.902349,118.446231,52.872282,3.670882,85.014557,TRUE
100,FIRST,29.787744,0,10.775377,1.514494,409.978836,65.071961,26.461062,417.820783,127.630917,22.601304,112.502962,15.828507,4.527299,24.309537,NA,9.383984,298.349408,60.516639,13.94265,70.793256,TRUE
100,FIRST,16.805253,0,9.170531,2.086547,418.699496,189.762274,21.600786,210.325665,164.661028,34.647127,128.778706,10.321616,3.538682,22.060976,NA,8.757558,449.040255,88.785148,16.57868,80.52898,TRUE
100,FIRST,13.637771,0,4.471773,2.734544,303.826749,236.741344,31.940913,-156.154942,-75.462315,-11.421041,109.543313,26,7.324152,23.126505,NA,6.547173,69.415539,35.305807,240.177713,0,TRUE
100,FIRST,13.317625,0,3.167029,3.1234,97.119026,77.834389,11.363384,-165.903263,-79.13552,-5.356195,90.614281,26,7.718648,23.731886,NA,6.67762,49.206094,51.487741,241.886635,0,TRUE
100,FIRST,4.05187,0,0.708273,3.910952,276.714487,192.513652,38.331537,-122.868241,-33.719477,-4.122674,58.922292,15.843094,6.24783,22.261787,NA,3.263217,55.09994,16.365337,217.437617,3.503328,TRUE
100,FIRST,12.64201,0,5.476261,3.756334,259.025307,122.022668,39.230669,4.414095,11.053217,1.174487,85.369811,26,5.751071,24,NA,5.06108,63.432622,68.007813,218.208262,26.635404,TRUE
100,FIRST,11.217331,0,5.086196,3.550604,139.552182,124.199664,32.443086,-96.692715,-106.676504,-19.214925,106.049439,26,8.278395,23.497648,NA,6.600393,61.711013,89.935341,132.428622,0,TRUE
100,FIRST,10.223082,0,6.681263,3.983921,124.603679,234.6639,9.693533,-26.742853,-18.691084,0.329595,102.255342,26,7.066147,23.130102,NA,6.472392,51.390807,90.451906,16.518834,0,TRUE
100,FIRST,12.333049,0,6.004108,3.2759,191.93171,227.428338,19.193786,-100.622042,-140.302977,-2.726979,96.804221,26,5.310364,24,NA,5.588115,48.982551,42.084486,243.689521,27.668747,TRUE
100,FIRST,9,0,4.985592,2,39.615854,33.71074,7.139988,44.948472,25.555505,7.060488,87.540452,26,6.639616,23.014931,NA,4.897833,44.000106,11.600846,0.903532,64.910116,TRUE
100,FIRST,9,0,4.221344,2,38.618454,27.417198,7.561037,34.705874,27.215762,7.712885,86.426305,26,5.347689,23.152987,NA,5.233358,41.395358,6.09591,2.750747,61.342531,TRUE
100,FIRST,8.485352,0,3.847524,2.095035,15.396731,18.701609,2.594149,12.653022,4.618381,1.683261,47.727382,27.584811,6.389758,23.607633,NA,4,28.339657,17.390335,2.287859,44.564249,TRUE
100,FIRST,6.945781,0,2.080337,2.744321,31.73324,4.352784,5.653918,17.66496,19.665823,2.525323,50.217786,26.117237,6.126236,23.521215,NA,4,20.679113,6.145152,1.21175,58.21635,TRUE
100,FIRST,9,0,4.223241,2,41.995544,33.284059,7.253945,31.487849,23.146096,7.554049,84.871226,26,6.273405,23.754982,NA,4.089548,43.685728,9.245976,0.275484,13.001291,TRUE
100,FIRST,7.966086,0,4.130475,2,26.058542,18.34482,4.797224,29.637366,9.456104,4.117006,17.379908,18.716169,4.80502,23.044188,NA,4,12.46324,24.131072,1.731801,80.440609,TRUE
100.422159,FIRST,8.538922,0,2.52138,0.654081,6.797538,4.166293,0.349287,7.891925,3.256009,1.432986,0.006667,1.046748,0.125005,23.952554,23,1.08889,1.978811,0.24837,0,77.02322,TRUE
100.302202,FIRST,8.21474,0,2.511998,1.238173,11.813201,1.472162,0.490591,5.728945,4.560475,1.420265,0.140322,0.016177,0.309451,23.918296,23,2.874508,11.809579,3.824766,0,71.116894,TRUE
101.149675,FIRST,8.94391,0,2.919781,1.831061,11.407367,7.147843,2.320853,11.781711,4.224678,2.464845,3.019342,1.597293,0.864171,26.983075,23,2.879022,7.116842,8.822967,0,74.454175,TRUE
101.477468,FIRST,6.318545,0,3.765708,1.798873,6.915366,3.58627,1.738787,4.237189,2.453763,1.302954,5.036353,0.666106,0.228354,25.834941,23,0.931209,1.972153,0.800369,0,92.325599,TRUE
101.546306,FIRST,17.909611,0,3.575825,0.30704,2.232118,4.296692,0.13249,10.702062,2.67597,0.245406,1.394073,1.019757,0.740568,25.308643,23,3.631948,9.991976,2.630694,0,87.140384,TRUE
102.521124,FIRST,6,0,2,1.14566,7.805696,7.851981,0.201428,7.512422,1.407707,0.503406,8.457834,1.617513,0.571316,24.509102,23,3.842249,6.711655,3.915379,0,95,TRUE
100,FIRST,12.740449,0,4.162048,3,135.716042,69.711226,17.382494,120.388006,61.711011,17.440128,95.558844,25.812157,2.147527,22.008268,NA,9.706611,116.324303,30.133667,1.240413,0,TRUE
100,FIRST,2.540302,0,0.189672,1.568644,104.434658,48.890677,34.837619,140.127685,46.136602,33.414149,55.713056,16.453443,3.982463,22.867997,NA,9.920114,58.774245,8.631062,0,8.563029,TRUE
100,FIRST,11.511631,0,3.505751,2.446849,142.067832,43.292655,8.426617,84.7213,45.27741,12.547188,90.096116,26,8.399846,23,NA,7.972359,101.99221,9.773455,0,0,TRUE
100,FIRST,10.814202,0,4.736598,3,110.130357,61.763275,17.168021,110.445477,70.978748,17.182142,53.546469,15.796945,3.963429,22.834344,NA,7.456374,134.867455,26.798178,0.980164,0,TRUE
100,FIRST,12.515129,0,4,2.060589,260.86809,94.595461,28.731389,176.122779,75.054667,18.770794,85.754604,9.1922,5.181516,23,NA,8.628269,209.965633,24.921341,14.855284,37.559067,TRUE
100,FIRST,11.411902,0,4.403765,3,132.041247,57.15341,17.884691,153.969051,69.490721,17.839934,46.922232,17.678709,4.862058,22.587987,NA,5.849065,138.790033,25.790954,0.78401,0,TRUE
100,FIRST,9.610693,0,0.316111,1,249.547589,99.606113,35.066232,45.525539,43.123294,32.447335,22.809589,5.166649,2.690824,22.08045,NA,5.193249,224.562744,36.507827,40.765329,32.152501,TRUE
100,FIRST,12.64244,0,4,2.188424,254.019829,129.878934,20.454749,170.624247,55.97405,19.703962,77.42589,13.665156,5.154453,23,NA,8.778246,194.566408,38.287475,25.352735,32.908718,TRUE
100,FIRST,11.260115,0,4.274838,1.469233,115.106657,83.296049,21.010468,101.195356,75.513086,20.627743,35.837804,9.948079,2,22.247665,NA,5.386237,210.293032,37.675714,21.730515,11.96383,TRUE
100,FIRST,11.74788,0,4.451629,1.090569,244.107022,101.947429,31.490522,155.940024,75.577958,21.418328,35.864338,8.046104,2,22.980334,NA,6.214294,210.294987,33.083868,12.88213,1.466057,TRUE
100,FIRST,10.002907,0,4.919104,1.583248,228.696204,122.809822,25.864451,103.02672,80.22475,19.019965,35.611289,9.055549,2,22.717629,NA,7.659593,166.206537,35.557228,47.497828,9.731408,TRUE
100,FIRST,11.180343,0,4.063006,1.539615,112.169561,107.237521,23.475846,85.047621,73.841771,16.523917,46.686854,17.863766,2.583533,23.988938,NA,5.725199,40.702968,37.537133,3.634491,67.092151,TRUE
100,FIRST,7.216448,0,1.136397,2.161657,2.135288,0.077642,0.28519,0.784935,0.906248,0.828032,58.276587,27.221328,6.911187,22.528282,NA,2.303799,3.381529,2,0.109373,3.533837,TRUE
100.023611,FIRST,2.175296,0,1,1.896079,4.467084,0.784185,0.410004,4.776077,0.254327,0.13608,30.268288,16.108604,4.587362,24.687659,NA,1.671393,1.405357,1.539153,0.310478,34.849737,TRUE
100,FIRST,5.206367,0,7.186191,2.606337,2.588053,1.829625,0.56912,4.6401,0.264958,0.262079,48.535701,24.588659,6.504477,22.929122,NA,3.636076,5.922327,2,0.230958,17.691169,TRUE
100,FIRST,5.074334,0,5.226051,2.931886,0.372649,0.407562,0.60794,0.154169,0.147312,0.768773,46.094282,20.028932,6.060737,22.045218,NA,3.230498,0.618046,2,0.063349,13.203427,TRUE
101.902311,FIRST,5.611296,0,1.115418,1.425712,2.756283,0.778114,0.440184,3.261219,0.416771,0.93425,39.220305,10.545856,2.031405,25.406903,NA,3.99025,1.225133,0.841723,0.713403,40.233608,TRUE
100.700173,FIRST,2.532193,0,1,2.77686,4.40628,2.031433,0.661208,2.470273,0.770791,0.324443,42.373085,15.512772,3.437213,26.269859,NA,1.991156,0.105906,1.051011,0.76109,34.0607,TRUE
100,FIRST,4.915291,0,3.147198,2.744936,2.733043,2.422869,0.940112,3.671072,0.329162,0.680855,28.960306,15.738793,6.840582,24.676186,NA,3.828825,1.348468,1.589161,0.39664,19.285133,TRUE
100,FIRST,4.758575,0,3.106764,1.736827,24.912045,24.412498,1.296824,23.304647,17.904698,0.803752,58.194677,21.20842,6.372993,23.666333,NA,2.544718,26.445944,0.881449,0,0.524825,TRUE
100,FIRST,3.859679,0,2.139105,1.539247,40.040067,36.178713,20.423469,40.769179,36.089657,20.908312,87.993455,15.932635,4.414193,22.755708,NA,2.869991,39.4631,4.1159,0,7.748185,TRUE
100,FIRST,8.810144,0,0.711531,1.948465,43.725791,36.593929,27.277671,42.538101,36.810088,31.360639,7.887451,16.270768,6.114971,22.075355,NA,3.717564,43.391458,3.776252,0,6.737036,TRUE
100,FIRST,5.589793,0,1.731278,2.544113,7.917527,28.007238,4.989333,37.716962,30.439355,2.725439,51.25057,27.677557,8.314653,23,NA,4.419076,27.366795,3.916432,0.89312,23.612206,TRUE
100,FIRST,6.768256,0,1.830985,2.150008,8.049821,22.90204,6.303558,32.561557,16.005603,6.40478,48.341871,26.646526,7.13672,23,NA,4.89277,27.393578,3.886648,0.758534,25.666205,TRUE
100,FIRST,9,0,3.065664,2,39.84701,32.135147,7.87142,31.698348,32.661611,7.239401,58.049233,26,5.301235,23.423337,NA,5.989571,36.370769,5.964445,1.287157,43.756465,TRUE
100,FIRST,3.499731,0,2.751436,1,27.924137,3.005383,19.218277,31.452184,29.626636,23.242821,3.532869,2.626568,2.225136,19.233634,NA,0.797458,30.301296,0.776386,0,11.956756,TRUE
101.10904,FIRST,3.79194,0,3.563273,0.553167,29.9387,2.041868,26.613475,13.998968,35.095856,11.77127,0.244782,1.150903,1.793316,22.732957,NA,0.715255,28.905533,0.595464,0,13.61949,TRUE
100,FIRST,8.988121,0,4.798763,1.830731,37,33.323857,18.794847,31.378168,28.041328,32.142638,39.949121,11.552133,3.101107,22.61077,NA,3.972218,34.48069,21.411181,2.154546,59.900488,TRUE
100.074018,FIRST,13.235264,0,5.767313,1,10.919878,17.886107,32.516728,33.99625,8.934458,33.595686,4.88565,2.555588,2.234991,25.299065,NA,1,22.762728,0.705985,0,13.963965,TRUE
100.878006,FIRST,2.782167,0,0.05194,0.199175,29.754602,31.342523,18.555896,33.5742,11.001672,7.107361,0.266606,2.969996,0.333361,22.577085,NA,0.447966,4.488642,0.605504,0,12.061048,TRUE
100,FIRST,4.571415,0,0.300119,1.169338,37,35.611378,29.620036,35.70039,36.068071,30.037574,35.850033,10.061011,3.141426,23.815997,NA,3.119832,34.316143,7.106013,0.220754,33.912617,TRUE
100,FIRST,6.643094,0,6.349572,2.911579,6.452696,2.511071,0.400114,4.973194,0.448443,0.786019,58.063824,25.389788,6.689336,22.747881,NA,3.690623,3.46323,2,0.739181,22.729521,TRUE
100,FIRST,4.493254,0,4.867535,1.776384,0,0,0,0,0,0,61.395341,14.183432,6,24.634,NA,0.593076,0,0.346878,0,1.265657,TRUE
100,FIRST,8.303331,0,2.853081,2.731879,3.492359,1.44119,0.212353,1.400092,0.466075,0.943846,61.65715,21.630502,6.202348,22.364806,NA,1.08707,3.025465,2,0.53654,27.254818,TRUE
100,FIRST,6.071387,0,2.987965,2.006171,5.852403,1.186061,0.694606,0.859224,0.550089,0.702595,47.298019,22.655979,6.809589,22.583971,NA,3.312303,2.341618,2,0.378757,6.097633,TRUE
100,FIRST,7.827573,0,6.430365,2,0,0,0,0,0,0,56.756187,15.890933,4.35052,20.537367,NA,1.230421,0,2.496532,0,0,TRUE
100,FIRST,5.790658,0,4.037364,1.73115,0,0,0,0,0,0,29.078131,12.498891,6,24.423249,NA,0.521931,0,1.803029,0,3.101054,TRUE
100,FIRST,5.197204,0,3.401376,2,0,0,0,0,0,0,36.77447,19.70397,4.493498,21.189478,NA,1.907034,0,3.349376,0,0,TRUE
100,FIRST,3.380682,0,3.707675,1.934788,79.821757,38.513863,20.022371,73.481681,47.520759,20.429253,23.171943,4.890259,2.81736,22,NA,1.7756,71.810604,5.412274,0.935146,14.915837,TRUE
100,FIRST,9.255339,0,3.702708,2.063163,84.995098,77.455099,9.393297,87.659839,39.347148,12.036079,81.147913,15.985379,7.347908,22.749651,NA,5.72276,69.616337,12.528096,0.287342,0,TRUE
101.092527,FIRST,10.613649,0,5.10874,1.72102,33.190407,58.419969,9.708868,33.684408,42.653166,9.328761,17.57457,6.590054,1.468604,23.922715,NA,4.349991,60.016834,4.5053,0.200444,0,TRUE
100,FIRST,12.112679,0,4.092017,3,114.353994,59.004394,17.196425,119.809403,51.0436,17.110229,106.186646,18.809714,4.902759,22.808092,NA,9.70654,143.909409,28.459692,1.671435,0,TRUE
101.046406,FIRST,11.195329,0,5.912014,2.615642,24.318663,77.570508,10.954331,7.689018,20.412023,17.305099,33.254415,4.74573,1.439606,23.409084,NA,4.583899,47.621459,25.145663,0.983656,0,TRUE
100,FIRST,13.913332,0,4.503052,3,122.559635,65.455438,17.780919,167.434839,71.581036,17.282543,60.462738,13.075257,3.39991,22.90493,NA,9.13251,148.823391,21.481944,1.715524,0,TRUE
101.219342,FIRST,8.095809,0,3.936361,0.361408,0,0,0,0,0,0,3.153718,0.446202,0.206662,23.27318,0,0,0,0,0,6.397738,TRUE
100.389261,FIRST,3.915183,0,0.657876,0.442247,0,0,0,0,0,0,2.133304,0.365415,0.215321,22.724119,0,0,0,0,0,10.875365,TRUE
101.063543,FIRST,4,0,4,0.853115,0,0,0,0,0,0,1.610444,0.232874,0.701965,22.683981,0,0,0,0,0,5.80952,TRUE
100.449023,FIRST,4,0,4,0.273258,0,0,0,0,0,0,3.275426,0.557099,0.262108,25.125139,0,0,0,0,0,6.735391,TRUE
100.213387,FIRST,6.298352,0,4,0.726536,0,0,0,0,0,0,2.620035,0.087855,0.07309,26.891411,0,0,0,0,0,8.0725,TRUE
101.945768,FIRST,9.613205,0,4,0.039754,0,0,0,0,0,0,1.469192,0.380129,0.514452,22.234538,0,0,0,0,0,7.701538,TRUE
100,FIRST,4.710853,0,3.731872,1.512,0,0,0,0,0,0,25.114245,10.078086,3.4132,18.153359,NA,0.396478,0,1.245152,0,1.619406,TRUE
100,FIRST,4.61395,0,3.152152,1.01406,0,0,0,0,0,0,17.997623,10.172657,5.841786,20.221941,NA,1.040274,0,0.072434,0,0.735744,TRUE
100,FIRST,4.915852,0,3.283973,1.19174,0,0,0,0,0,0,26.353551,10.032605,5.941533,17.605464,NA,0.02758,0,3.310986,0,0.183438,TRUE
100.841624,FIRST,7.522816,0,3,0.52498,0,0,0,0,0,0,7.157505,9.802587,1.842924,23.677254,NA,0.098473,0,1.91935,0,0,TRUE
101.483799,FIRST,4.988741,0,3.042708,0.828075,0,0,0,0,0,0,2.911862,2.396292,1.415208,19.106938,NA,0.013744,0,2.277979,0,3.12992,TRUE
100.231726,FIRST,4.365762,0,3.512538,1.71024,0,0,0,0,0,0,4.159094,6.73178,2.726254,20.2633,NA,1.028364,0,2.200279,0,2.94757,TRUE
100.205026,FIRST,4.003413,0,3.335048,1.462721,0,0,0,0,0,0,13.823112,2.937483,0.091594,21.187988,NA,0.194874,0,3.00376,0,2.733693,TRUE
102,FIRST,7.542908,0,3.042024,0,0,0,0,0,0,0,0,0,0,28.928282,0,0,0,0,0,1.157354,TRUE
102,FIRST,12.987235,0,6.112834,0,0,0,0,0,0,0,0,0,0,28.616102,0,0,0,0,0,1.605325,TRUE
102,FIRST,7.886538,0,4.272159,0,0,0,0,0,0,0,0,0,0,28.119121,0,0,0,0,0,0.161876,TRUE
100.818536,FIRST,4,0,4,0.683979,0,0,0,0,0,0,0.439776,0.355318,0.016682,24.449969,0,0,0,0,0,6.059896,TRUE
100.46607,FIRST,4,0,4,0.170769,0,0,0,0,0,0,3.646155,0.005358,0.275834,19.668428,0,0,0,0,0,7.053398,TRUE
102,FIRST,6.336832,0,4,0,0,0,0,0,0,0,0,0,0,27.614843,0,0,0,0,0,0.946776,TRUE
102,FIRST,12.448723,0,5.993563,0,0,0,0,0,0,0,0,0,0,28.547787,23,0,0,0,0,66.813813,TRUE
102,FIRST,16.190592,0,3.107811,0,0,0,0,0,0,0,0,0,0,27.250051,23,0,0,0,0,87.856475,TRUE
102,FIRST,26.195297,0,10.852085,0,0,0,0,0,0,0,0,0,0,27.582279,23,0,0,0,0,78.604787,TRUE
102,FIRST,14.801469,0,5.144729,0,0,0,0,0,0,0,0,0,0,28.47556,23,0,0,0,0,78.211716,TRUE
102.126094,FIRST,32.528691,0,19.658495,0.952842,1.706828,0.493199,0.462253,0.196391,0.905829,0.550726,0.417687,0.268382,0.488373,39.451765,23,0.230433,0.404185,0.353593,0,87.136494,TRUE
103.108658,FIRST,27.137723,0,6.593679,0,0,0,0,0,0,0,0,0,0,43.039916,23,0,0,0,0,91.461197,TRUE
102,FIRST,15.078347,0,4.110352,0,0,0,0,0,0,0,0,0,0,28.507554,23,0,0,0,0,94.525768,TRUE
102,FIRST,9.794026,0,4.327691,0,0,0,0,0,0,0,0,0,0,27.87846,0,0,0,0,0,0,TRUE
102,FIRST,7.954489,0,4.473139,0,0,0,0,0,0,0,0,0,0,27.66645,0,0,0,0,0,8.995178,TRUE
102,FIRST,14,0,7.546454,0.083658,0.287366,4.063323,0.590783,1.326217,2.574588,1.571505,3.851163,1.099279,0.693231,27.704273,0,0.901419,0.126329,0,0,0,TRUE
102,FIRST,14,0,4.593612,0,0,0,0,0,0,0,0,0,0,27.845859,0,0,0,0,0,0,TRUE
102,FIRST,14,0,7.751294,0.370851,4.274752,0.543883,3.307146,4.17624,0.531569,2.015859,2.256132,1.440708,0.755561,26.986349,0,0.288678,1.772765,0,0,0,TRUE
102,FIRST,6.840403,0,4.472336,0,0,0,0,0,0,0,0,0,0,24.384204,0,0,0,0,0,1.583782,TRUE
102,FIRST,8.242068,0,3.78536,0.42845,0,0,0,0,0,0,0.144502,0.810014,0.696772,27.604307,23,0,0,0,0,57.421989,TRUE
102,FIRST,7.440149,0,4.658232,0.60831,0,0,0,0,0,0,0.5156,0.494331,0.676057,27.939633,23,0,0,0,0,52.986106,TRUE
103.920264,FIRST,9.570773,0,4.617121,0,0,0,0,0,0,0,0,0,0,36.297515,23,0,0,0,0,66.635574,TRUE
102,FIRST,2.034183,0,1.073001,0.263594,0,0,0,0,0,0,1.124108,0.561705,0.054698,25.152118,23,0.145793,0,0.296641,0,62.110193,TRUE
102,FIRST,8.867153,0,2.145861,0.066916,0,0,0,0,0,0,0.853773,0.16617,1.16373,24.39731,23,0.738762,0,0.223341,0,63.903667,TRUE
102,FIRST,6.127087,0,2.815889,0.238992,0,0,0,0,0,0,0.756554,1.937423,1.479384,27.987464,23,0.526338,0,0.445402,0,66.318904,TRUE
102,FIRST,6.544285,0,3.122843,0.909036,0,0,0,0,0,0,1.912049,0.300946,1.275323,24.857831,23,0.057086,0,0.95291,0,63.034086,TRUE
102,FIRST,7.108165,0,3.828127,0,0,0,0,0,0,0,0,0,0,27.954697,23,0,0,0,0,90.621113,TRUE
100.191663,FIRST,6,0,2,0.495541,2.45444,6.366441,1.680888,2.513486,6.916907,2.815813,6.634009,0.574654,0.412212,24.511281,23,1.56937,5.374548,7.59263,0,95,TRUE
102,FIRST,26.80398,0,15.476603,0,0,0,0,0,0,0,0,0,0,28.509783,23,0,0,0,0,89.331822,TRUE
102,FIRST,6.453804,0,3.324157,0,0,0,0,0,0,0,0,0,0,27.531228,23,0,0,0,0,80.596664,TRUE
103.280354,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,32.921614,23,0,0,0,0,95,TRUE
102,FIRST,6.866862,0,3.083641,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,78.172251,TRUE
102,FIRST,22.346403,0,7.661066,0,0,0,0,0,0,0,0,0,0,27.492822,23,0,0,0,0,86.774663,TRUE
